Date,ForecastedVolatility
2023-09-13,0.018933728786910624
2023-09-14,0.018932437042828213
2023-09-15,0.01893117104830544
2023-09-18,0.018929930291717183
2023-09-19,0.018928714271538413
2023-09-20,0.01892752249614738
2023-09-21,0.018926354483632536
2023-09-22,0.018925209761603123
2023-09-25,0.018924087867003368
2023-09-26,0.01892298834593019
2023-09-27,0.018921910753454414
2023-09-28,0.018920854653445385
2023-09-29,0.018919819618398913
2023-10-02,0.018918805229268514
2023-10-03,0.0189178110752999
2023-10-04,0.018916836753868606
2023-10-05,0.01891588187032074
2023-10-06,0.018914946037816804
2023-10-09,0.018914028877178475
2023-10-10,0.018913130016738378
2023-10-11,0.0189122490921927
2023-10-12,0.018911385746456677
2023-10-13,0.018910539629522834
2023-10-16,0.018909710398321986
2023-10-17,0.0189088977165869
2023-10-18,0.01890810125471858
2023-10-19,0.018907320689655175
2023-10-20,0.01890655570474337
2023-10-23,0.0189058059896123
2023-10-24,0.018905071240049892
2023-10-25,0.018904351157881603
2023-10-26,0.018903645450851506
2023-10-27,0.018902953832505686
2023-10-30,0.018902276022077905
2023-10-31,0.018901611744377458
2023-11-01,0.018900960729679252
2023-11-02,0.01890032271361599
2023-11-03,0.018899697437072458
2023-11-06,0.01889908464608188
2023-11-07,0.018898484091724267
2023-11-08,0.018897895530026795
2023-11-09,0.01889731872186606
2023-11-10,0.0188967534328723
2023-11-13,0.018896199433335432
2023-11-14,0.018895656498112985
2023-11-15,0.018895124406539763
2023-11-16,0.018894602942339325
2023-11-17,0.018894091893537183
2023-11-20,0.018893591052375678
2023-11-21,0.01889310021523055
2023-11-22,0.018892619182529127
2023-11-24,0.0188921477586701
2023-11-27,0.01889168575194492
2023-11-28,0.018891232974460676
2023-11-29,0.01889078924206453
2023-11-30,0.018890354374269606
2023-12-01,0.018889928194182358
2023-12-04,0.018889510528431335
2023-12-05,0.018889101207097386
2023-12-06,0.018888700063645184
2023-12-07,0.01888830693485614
2023-12-08,0.018887921660762624
2023-12-11,0.01888754408458346
2023-12-12,0.01888717405266073
2023-12-13,0.018886811414397763
2023-12-14,0.018886456022198416
2023-12-15,0.01888610773140749
2023-12-18,0.018885766400252364
2023-12-19,0.018885431889785736
2023-12-20,0.018885104063829542
2023-12-21,0.01888478278891994
2023-12-22,0.018884467934253392
2023-12-26,0.01888415937163383
2023-12-27,0.018883856975420818
2023-12-28,0.018883560622478805
2023-12-29,0.018883270192127304
