Date,Actual,Forecast
2023-06-28,187.37396240234375,134.41392838814744
2023-06-29,187.71055603027344,134.46560570557455
2023-06-30,192.04718017578125,134.5172830230019
2023-07-03,190.55215454101562,134.56896034042907
2023-07-05,189.433349609375,134.6206376578564
2023-07-06,189.9085693359375,134.6723149752836
2023-07-07,188.78977966308594,134.7239922927109
2023-07-10,186.7403106689453,134.77566961013812
2023-07-11,186.215576171875,134.8273469275654
2023-07-12,187.88882446289062,134.87902424499265
2023-07-13,188.65118408203125,134.93070156241993
2023-07-14,188.7996826171875,134.98237887984718
2023-07-17,192.06698608398438,135.03405619727445
2023-07-18,191.80953979492188,135.0857335147017
2023-07-19,193.1659698486328,135.13741083212898
2023-07-20,191.2154998779297,135.18908814955623
2023-07-21,190.0372772216797,135.2407654669835
2023-07-24,190.83926391601562,135.29244278441075
2023-07-25,191.70065307617188,135.34412010183803
2023-07-26,192.57192993164062,135.39579741926528
2023-07-27,191.30462646484375,135.44747473669253
2023-07-28,193.8887481689453,135.49915205411978
2023-07-31,194.50259399414062,135.55082937154702
2023-08-01,193.67092895507812,135.60250668897427
2023-08-02,190.6709442138672,135.65418400640152
2023-08-03,189.27490234375,135.70586132382877
2023-08-04,180.18592834472656,135.75753864125602
2023-08-07,177.07705688476562,135.80921595868327
2023-08-08,178.01763916015625,135.86089327611052
2023-08-09,176.423583984375,135.91257059353777
2023-08-10,176.2057647705078,135.964247910965
2023-08-11,176.26524353027344,136.01592522839226
2023-08-14,177.9209442138672,136.0676025458195
2023-08-15,175.92816162109375,136.11927986324676
2023-08-16,175.05575561523438,136.170957180674
2023-08-17,172.50778198242188,136.22263449810126
2023-08-18,172.9935760498047,136.2743118155285
2023-08-21,174.33197021484375,136.32598913295575
2023-08-22,175.71006774902344,136.377666450383
2023-08-23,179.5666961669922,136.42934376781025
2023-08-24,174.86737060546875,136.4810210852375
2023-08-25,177.07823181152344,136.53269840266475
2023-08-28,178.6446990966797,136.584375720092
2023-08-29,182.54098510742188,136.63605303751925
2023-08-30,186.0407257080078,136.6877303549465
2023-08-31,186.25881958007812,136.73940767237374
2023-09-01,187.83517456054688,136.791084989801
2023-09-05,188.0731201171875,136.84276230722824
2023-09-06,181.3413848876953,136.8944396246555
2023-09-07,176.0372314453125,136.94611694208274
2023-09-08,176.6519317626953,136.99779425951
2023-09-11,177.8218231201172,137.04947157693724
2023-09-12,174.78807067871094,137.10114889436448
2023-09-13,172.7159881591797,137.15282621179173
2023-09-14,174.23287963867188,137.20450352921898
2023-09-15,173.5090789794922,137.25618084664623
2023-09-18,176.4437255859375,137.30785816407348
2023-09-19,177.5343017578125,137.35953548150073
2023-09-20,173.9849853515625,137.41121279892798
2023-09-21,172.43838500976562,137.46289011635523
2023-09-22,173.29100036621094,137.51456743378247
2023-09-25,174.56993103027344,137.56624475120972
2023-09-26,170.48526000976562,137.61792206863697
2023-09-27,168.9683837890625,137.66959938606422
2023-09-28,169.2261505126953,137.72127670349147
2023-09-29,169.74169921875,137.77295402091872
2023-10-02,172.25991821289062,137.82463133834597
2023-10-03,170.92149353027344,137.87630865577322
2023-10-04,172.17071533203125,137.92798597320046
2023-10-05,173.4099884033203,137.9796632906277
2023-10-06,175.96786499023438,138.03134060805496
2023-10-09,177.45498657226562,138.0830179254822
2023-10-10,176.86012268066406,138.13469524290946
2023-10-11,178.25802612304688,138.1863725603367
2023-10-12,179.16021728515625,138.23804987776396
2023-10-13,177.31617736816406,138.2897271951912
2023-10-16,177.18728637695312,138.34140451261845
2023-10-17,175.6307373046875,138.3930818300457
2023-10-18,174.33197021484375,138.44475914747295
2023-10-19,173.9552764892578,138.4964364649002
2023-10-20,171.3973846435547,138.54811378232745
2023-10-23,171.51634216308594,138.5997910997547
2023-10-24,171.9525909423828,138.65146841718195
2023-10-25,169.6326446533203,138.7031457346092
2023-10-26,165.458740234375,138.75482305203644
2023-10-27,166.77735900878906,138.8065003694637
2023-10-30,168.82957458496094,138.85817768689094
2023-10-31,169.30548095703125,138.9098550043182
2023-11-01,172.47802734375,138.96153232174544
2023-11-02,176.0471649169922,139.0132096391727
2023-11-03,175.13504028320312,139.06488695659993
2023-11-06,177.69290161132812,139.11656427402718
2023-11-07,180.26071166992188,139.16824159145443
2023-11-08,181.32151794433594,139.21991890888168
2023-11-09,180.84564208984375,139.27159622630893
2023-11-10,185.04489135742188,139.32327354373618
2023-11-13,183.45654296875,139.37495086116343
2023-11-14,186.07736206054688,139.42662817859068
2023-11-15,186.6431884765625,139.47830549601792
2023-11-16,188.330810546875,139.52998281344517
2023-11-17,188.3109893798828,139.58166013087242
2023-11-20,190.0581817626953,139.63333744829967
2023-11-21,189.2540740966797,139.68501476572692
2023-11-22,189.91917419433594,139.73669208315417
2023-11-24,188.5889434814453,139.78836940058142
2023-11-27,188.41024780273438,139.84004671800867
2023-11-28,189.01580810546875,139.8917240354359
2023-11-29,187.99330139160156,139.94340135286316
2023-11-30,188.56907653808594,139.9950786702904
2023-12-01,189.84970092773438,140.04675598771766
2023-12-04,188.0528564453125,140.0984333051449
2023-12-05,192.0138702392578,140.15011062257216
2023-12-06,190.92185974121094,140.2017879399994
2023-12-07,192.85768127441406,140.25346525742665
2023-12-08,194.28720092773438,140.3051425748539
2023-12-11,191.77560424804688,140.35681989228115
2023-12-12,193.29449462890625,140.4084972097084
2023-12-13,196.52085876464844,140.46017452713565
2023-12-14,196.66976928710938,140.5118518445629
2023-12-15,196.1337127685547,140.56352916199015
2023-12-18,194.46591186523438,140.6152064794174
2023-12-19,195.5082550048828,140.66688379684464
2023-12-20,193.4136199951172,140.7185611142719
2023-12-21,193.26470947265625,140.77023843169914
2023-12-22,192.1925506591797,140.8219157491264
2023-12-26,191.6465606689453,140.87359306655364
2023-12-27,191.74581909179688,140.9252703839809
2023-12-28,192.17271423339844,140.97694770140814
2023-12-29,191.1303253173828,141.02862501883538
